Y,X,ID
128.81245944192085,1.9753406878650228,206
75.29761904761905,1.4136904761904763,289
69.64856230031948,1.3354632587859425,226
93.63564041368336,1.6085918854415273,515
71.02199223803366,1.4087968952134542,536
86.77932405566602,1.546719681908549,515
120.74898785425101,1.9078947368421055,35
87.49999999999999,1.562956204379562,166
69.76,1.3648,322
84.27601809954749,1.4898190045248865,462
77.0290964777948,1.4333843797856047,540
124.2455775234131,1.8844953173777315,244
96.84210526315789,1.6557894736842105,334
76.70940170940169,1.4252136752136753,152
120.55555555555557,1.863888888888889,245
64.02298850574712,1.3551724137931034,434
56.327543424317604,1.2220843672456576,462
74.03651115618662,1.4016227180527383,12
81.80592991913745,1.4892183288409702,161
78.6845310596833,1.4482338611449452,100
104.34782608695647,1.7101449275362315,213
66.5266106442577,1.3333333333333333,210
90.5920519059205,1.5912408759124084,237
97.53086419753087,1.652777777777778,119
66.80497925311202,1.3360995850622404,2
121.2486308871851,1.8795180722891567,175
53.56083086053411,1.1869436201780414,434
66.72645739910314,1.3461883408071749,371
85.31935176358438,1.5147759771210676,532
58.119658119658126,1.2464387464387465,43
90.33018867924527,1.5554245283018866,320
72.19917012448131,1.380359612724758,470
146.57190635451508,2.104515050167224,600
64.90727532097004,1.3138373751783168,540
113.99631675874768,1.7790055248618784,75
187.0614035087719,2.5482456140350873,35
189.79933110367898,2.5535117056856187,207
76.47714604236343,1.4325529542920847,155
113.46423562412342,1.788218793828892,169
98.17073170731709,1.6351626016260163,119
80.27681660899655,1.4325259515570934,559
75.56962025316454,1.4379746835443037,161
98.21002386634845,1.676610978520286,515
93.76026272577995,1.5845648604269293,239
103.39425587467362,1.6932114882506524,179
142.998585572843,2.099009900990099,59
70.320197044335,1.37192118226601,161
268.58638743455504,3.3259162303664924,477
110.01964636542239,1.736738703339882,146
131.94029850746267,2.002985074626866,372
72.22884386174016,1.3802145411203812,46
183.07905686546465,2.4965325936199725,167
105.20951302378253,1.711211778029445,152
83.31053351573189,1.491108071135431,536
102.6063100137174,1.7187928669410149,146
108.6036671368124,1.7263751763046542,146
69.140625,1.3554687499999998,257
78.3570300157978,1.4233807266982625,536
109.49464012251151,1.7136294027565084,152
115.78947368421053,1.7936016511867907,526
88.71989860583017,1.5399239543726235,558
128.7092882991556,1.9541616405307596,134
53.016688061617465,1.2002567394094994,343
57.479387514723214,1.241460541813899,122
53.0674846625767,1.2147239263803682,588
92.79811097992918,1.656434474616293,323
73.35640138408304,1.3990772779700114,289
84.74074074074073,1.557037037037037,155
86.23566214807092,1.5651720542231493,532
85.4591836734694,1.5076530612244898,239
168.90982503364737,2.3499327052489902,67
129.04953145917003,1.9544846050870144,134
75.24366471734892,1.4074074074074072,546
123.78223495702005,1.9355300859598854,3
152.48344370860926,2.200331125827814,197
79.19463087248324,1.4429530201342284,239
115.48387096774195,1.8046082949308757,585
82.20338983050847,1.4872881355932202,161
82.9698857736241,1.489096573208723,234
161.05947955390332,2.2490706319702602,207
60.606060606060616,1.2531194295900179,560
58.48484848484847,1.2363636363636363,128
78.49872773536896,1.4389312977099236,19
90.80882352941178,1.5533088235294121,138
88.1316098707403,1.5464159811985898,119
126.62721893491124,1.923076923076923,553
101.55251141552513,1.664840182648402,53
153.39063992359118,2.1843361986628462,579
120.25210084033615,1.8815126050420168,175
167.60037348272644,2.3548085901027083,3
75.45787545787545,1.4175824175824174,17
87.2108843537415,1.5319727891156465,558
93.34170854271356,1.5804020100502516,462
183.86627906976744,2.498546511627907,207
103.26223337515685,1.7114178168130492,335
73.85524372230428,1.4062038404726738,310
75.7162346521146,1.4092769440654844,138
110.96605744125327,1.7676240208877283,365
56.28930817610064,1.2243186582809227,540
96.57794676806084,1.6634980988593158,20
88.68778280542985,1.5339366515837103,558
64.69740634005763,1.3011527377521612,371
85.48548548548547,1.5365365365365364,558
146.35691657866948,2.1182682154171064,67
112.87313432835819,1.802238805970149,365
100.22805017103764,1.6510832383124288,389
82.11009174311926,1.4755351681957185,397
110.9253065774805,1.7636566332218506,75
124.86288848263254,1.9762340036563073,147
161.91369606003752,2.2879924953095685,3
84.02555910543128,1.4696485623003193,349
164.88027366020526,2.3283922462941846,267
138.68986693961108,2.0818833162743093,358
187.63297872340425,2.5890957446808507,358
145.39877300613497,2.1104294478527605,358
320.81218274111683,3.9187817258883255,487
137.23021582733813,2.0467625899280573,121
78.4934497816594,1.4475982532751093,530
106.68824163969792,1.7389428263214668,280
92.57641921397381,1.584061135371179,138
86.94758478931142,1.5447070914696814,532
57.54601226993863,1.2392638036809813,513
111.86264308012485,1.7908428720083247,296
173.99014778325125,2.4167487684729063,3
92.47422680412372,1.5969072164948455,475
80.88410991636799,1.5232974910394268,123
73.1543624161074,1.4134228187919464,322
73.18932655654383,1.400254129606099,140
71.33243606998653,1.3970390309555853,140
138.14955640050698,2.054499366286439,169
90.62957540263544,1.5783308931185944,532
101.6949152542373,1.6624293785310735,521
98.62258953168043,1.6460055096418733,146
138.49721706864563,2.0510204081632653,154
55.45722713864306,1.2330383480825957,588
86.25541125541126,1.5259740259740262,204
103.67207514944492,1.7198975234842018,391
72.70471464019849,1.3933002481389576,310
100.80775444264944,1.6817447495961226,429
72.52525252525253,1.382828282828283,531
75.83001328021246,1.4116865869853914,562
71.24394184168014,1.3893376413570273,46
120.59800664451828,1.8687707641196014,365
77.00421940928271,1.4409282700421941,138
73.87755102040815,1.4061224489795918,2
108.45714285714287,1.7474285714285716,59
117.87941787941789,1.8607068607068609,577
156.01336302895322,2.2494432071269483,35
123.63083164300204,1.9026369168356998,280
125.42955326460483,1.9604810996563575,241
203.1932773109244,2.754621848739496,207
80.30176026823136,1.471081307627829,322
54.463276836158194,1.2045197740112994,540
115.33575317604354,1.8221415607985478,97
116.42935377875135,1.8335158817086525,134
82.97455968688845,1.5136986301369864,558
104.9034175334324,1.7191679049034176,194
208.2890541976621,2.7555791710945803,193
80.11527377521614,1.462536023054755,2
112.25806451612902,1.7778801843317975,75
111.92946058091286,1.7790456431535273,188
114.17582417582418,1.7989010989010987,155
195.96174282678004,2.615302869287992,91
72.93318233295582,1.4099660249150623,470
164.1860465116279,2.3085271317829457,225
174.5061147695202,2.471307619943556,267
67.15620827770363,1.3377837116154876,405
187.64278296988581,2.5534787123572174,31
99.07407407407409,1.654320987654321,301
104.47570332480815,1.7122762148337594,391
86.3582443653618,1.5219454329774615,558
59.961127308066075,1.2789115646258502,339
125.45612510860124,1.9365768896611646,154
62.218649517684895,1.3327974276527332,289
113.27731092436979,1.8151260504201685,152
126.73684210526316,1.922105263157895,154
59.556103575832275,1.2712700369913683,185
66.05101143359718,1.321020228671944,337
70.81218274111676,1.366751269035533,322
144.6753246753247,2.116883116883117,67
143.61233480176213,2.089574155653451,546
109.47741364038973,1.7581930912311778,574
121.19341563786008,1.860082304526749,54
108.69098712446352,1.7371244635193135,69
61.31774707757703,1.2699256110520722,470
87.98751950078001,1.5319812792511698,75
111.92350956130484,1.811023622047244,372
88.8304862023653,1.545335085413929,7
117.50433275563256,1.830155979202773,169
111.69590643274856,1.791423001949318,436
77.08029197080292,1.4408759124087593,557
209.52380952380955,2.7655677655677655,594
